AdvisoryID,Version,Severity,Description,Link
NCSC-2025-0301,[1.00],[M/H],Kwetsbaarheden verholpen in VMware NSX,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0301
NCSC-2025-0302,[1.00],[M/H],Kwetsbaarheid verholpen in IBM InfoSphere,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0302
