AdvisoryID,Version,Severity,Description,Link
NCSC-2025-0286,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco IOS XR Software,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0286
NCSC-2025-0287,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco NX-OS Software,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0287
