AdvisoryID,Version,Severity,Description,Link
NCSC-2025-0297,[1.01],[M/H],Kwetsbaarheden verholpen in Cisco IOS en Cisco IOS XE Software,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0297
NCSC-2025-0298,[1.00],[H/H],Kwetsbaarheden verholpen in Cisco Secure Firewall ASA en FTD,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0298
