AdvisoryID,Version,Severity,Description,Link
NCSC-2025-0200,[1.00],[M/H],Kwetsbaarheden verholpen in IBM QRadar SIEM,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0200
NCSC-2025-0199,[1.00],[M/H],Kwetsbaarheid verholpen in Cisco AnyConnect VPN voor Meraki MX en Z,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0199
NCSC-2025-0198,[1.00],[M/H],Kwetsbaarheden verholpen in Veeam Backup,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0198
NCSC-2025-0197,[1.00],[M/H],Kwetsbaarheid verholpen in GeoServer,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0197
NCSC-2025-0195,[1.00],[M/H],Kwetsbaarheden verholpen in Apache Tomcat,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0195
NCSC-2025-0194,[1.00],[M/H],Kwetsbaarheden verholpen in Trend Micro Apex One en Apex Central,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0194
NCSC-2025-0193,[1.00],[M/H],Kwetsbaarheden verholpen in Ivanti Workspace Control,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0193
NCSC-2025-0192,[1.00],[M/H],Kwetsbaarheden verholpen in Fortinet FortiOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0192
NCSC-2025-0191,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe Commerce en Magento,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0191
NCSC-2025-0190,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Developer Tools,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0190
NCSC-2025-0189,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Office,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0189
NCSC-2025-0182,[1.00],[M/H],Kwetsbaarheden verholpen in Google Chrome en Microsoft Edge,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0182
NCSC-2025-0188,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Windows,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0188
NCSC-2025-0187,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0187
NCSC-2025-0186,[1.00],[M/H],Kwetsbaarheden verholpen in SAP Producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0186
NCSC-2025-0185,[1.00],[M/H],Kwetsbaarheden verholpen in Google Android en Samsung Mobile,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0185
NCSC-2025-0181,[1.00],[H/H],Kwetsbaarheid verholpen in Roundcube Webmail,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0181
NCSC-2025-0184,[1.00],[M/H],Kwetsbaarheden verholpen in HPE StoreOnce Software,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0184
NCSC-2025-0183,[1.00],[M/H],Kwetsbaarheid verholpen in Cisco Identity Services Engine voor cloudplatformen,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0183
NCSC-2025-0180,[1.00],[M/H],Kwetsbaarheid verholpen in IBM Tivoli Monitoring,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0180
NCSC-2025-0179,[1.00],[M/H],Kwetsbaarheid verholpen in Siemens SiPass Integrated,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0179
NCSC-2025-0178,[1.00],[M/H],Kwetsbaarheden verholpen in Infoblox NETMRI,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0178
NCSC-2025-0177,[1.00],[M/H],Kwetsbaarheden verholpen in ABB ASPECT-productlijn,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0177
NCSC-2025-0176,[1.00],[M/H],Kwetsbaarheden verholpen in GitLab,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0176
NCSC-2025-0175,[1.00],[M/H],Kwetsbaarheden verholpen in Trend Micro Apex Central,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0175
NCSC-2025-0174,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco Unified Intelligence Center,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0174
NCSC-2025-0173,[1.00],[M/H],Kwetsbaarheid verholpen in Cisco Identity Services Engine,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0173
NCSC-2025-0172,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco Webex,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0172
NCSC-2025-0171,[1.00],[M/H],Kwetsbaarheden verholpen in VMware producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0171
NCSC-2025-0170,[1.00],[M/H],Kwetsbaarheden verholpen in VMware Cloud Foundation,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0170
NCSC-2025-0169,[1.00],[M/H],Kwetsbaarheden verholpen in Google Chrome,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0169
NCSC-2025-0152,[1.00],[H/H],"Kwetsbaarheden verholpen in Ivanti Endpoint Manager Mobile (EPMM, voormalig MobileIron)",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0152
NCSC-2025-0168,[1.00],[M/H],Kwetsbaarheid verholpen in FortiVoice,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0168
NCSC-2025-0167,[1.00],[M/H],Kwetsbaarheden verholpen in Zoho ManageEngine,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0167
NCSC-2025-0166,[1.00],[M/H],Kwetsbaarheden verholpen in Fortinet producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0166
NCSC-2025-0165,[1.00],[M/H],Kwetsbaarheid verholpen in Adobe Illustrator,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0165
NCSC-2025-0164,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe Photoshop,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0164
NCSC-2025-0163,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe Animate,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0163
NCSC-2025-0162,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe ColdFusion,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0162
NCSC-2025-0161,[1.00],[M/H],Kwetsbaarheid verholpen in Ivanti Neurons for ITSM,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0161
NCSC-2025-0160,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0160
NCSC-2025-0159,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Windows,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0159
NCSC-2025-0158,[1.00],[M/M],Kwetsbaarheden verholpen in Microsoft Edge,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0158
NCSC-2025-0157,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Defender,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0157
NCSC-2025-0156,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Azure,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0156
NCSC-2025-0155,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Office,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0155
NCSC-2025-0154,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Dynamics Dataverse,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0154
NCSC-2025-0153,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Developer Tools,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0153
NCSC-2025-0151,[1.00],[M/H],Kwetsbaarheden verholpen in Apple macOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0151
NCSC-2025-0150,[1.00],[M/H],Kwetsbaarheden verholpen in Apple iOS en iPadOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0150
NCSC-2025-0149,[1.00],[M/H],Kwetsbaarheden verholpen in SAP producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0149
NCSC-2025-0148,[1.00],[M/H],Kwetsbaarheden verholpen in ASUS DriverHub,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0148
NCSC-2025-0147,[1.00],[M/H],Kwetsbaarheden verholpen in F5 BIG-IP,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0147
NCSC-2025-0146,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco IOS XE Software,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0146
NCSC-2025-0145,[1.00],[M/H],Kwetsbaarheden verholpen in SonicWall SMA100,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0145
NCSC-2025-0144,[1.00],[M/H],Kwetsbaarheden verholpen in SysAid On-Prem,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0144
NCSC-2025-0143,[1.00],[M/H],Kwetsbaarheden verholpen in Google Android en Samsung Mobile,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0143
NCSC-2025-0142,[1.00],[M/H],Kwetsbaarheden verholpen in Mozilla Firefox en Thunderbird,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0142
NCSC-2025-0141,[1.00],[M/H],Kwetsbaarheden verholpen in Keycloak,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0141
NCSC-2025-0138,[1.00],[M/H],Kwetsbaarheid verholpen in Commvault Command Center,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0138
NCSC-2025-0119,[1.00],[H/H],Kwetsbaarheden verholpen in SAP-producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0119
NCSC-2025-0140,[1.00],[M/H],"Kwetsbaarheden verholpen in Apple AirPlay zoals gebruikt door macOS, iOS en iPadOS",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0140
NCSC-2025-0139,[1.00],[M/H],Kwetsbaarheid verholpen in SonicWall SonicOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0139
NCSC-2025-0137,[1.00],[M/H],Kwetsbaarheid verholpen in Erlang/OTP SSH-server,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0137
NCSC-2025-0136,[1.00],[M/H],"Kwetsbaarheden verholpen in Apple macOS, iOS en iPadOS",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0136
NCSC-2025-0135,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens TeleControl Server,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0135
NCSC-2025-0134,[1.00],[M/H],Kwetsbaarheid verholpen in Cisco Webex App,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0134
NCSC-2025-0133,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle PeopleSoft,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0133
NCSC-2025-0132,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle MySQL,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0132
NCSC-2025-0131,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle JD Edwards,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0131
NCSC-2025-0130,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Java,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0130
NCSC-2025-0129,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Analytics,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0129
NCSC-2025-0128,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Fusion Middleware,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0128
NCSC-2025-0127,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Financial Services,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0127
NCSC-2025-0126,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Enterprise Manager,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0126
NCSC-2025-0125,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle E-Business Suite,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0125
NCSC-2025-0124,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Communications,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0124
NCSC-2025-0123,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Database Producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0123
NCSC-2025-0122,[1.00],[M/H],Kwetsbaarheden verholpen in Rockwell Automation Arena,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0122
NCSC-2025-0121,[1.00],[M/H],Kwetsbaarheid verholpen in Gladinet CentreStack,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0121
NCSC-2025-0120,[1.00],[M/H],Kwetsbaarheden verholpen in Ivanti Endpoint Manager,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0120
NCSC-2025-0118,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe Framemaker,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0118
NCSC-2025-0117,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe Animate,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0117
NCSC-2025-0116,[1.00],[M/H],Kwetsbaarheid verholpen in Adobe Photoshop,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0116
NCSC-2025-0115,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe ColdFusion,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0115
NCSC-2025-0114,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe After Effects,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0114
NCSC-2025-0113,[1.00],[M/H],Kwetsbaarheid verholpen in FortiSwitch,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0113
NCSC-2025-0112,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Windows,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0112
NCSC-2025-0111,[1.00],[M/H],Kwetsbaarheid verholpen in Microsoft Dynamics,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0111
NCSC-2025-0110,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Developer Tools,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0110
NCSC-2025-0109,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Azure,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0109
NCSC-2025-0108,[1.00],[M/H],Kwetsbaarheid verholpen in Microsoft System Center,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0108
NCSC-2025-0107,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Office,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0107
NCSC-2025-0106,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0106
NCSC-2025-0101,[1.00],[M/H],Kwetsbaarheid verholpen in CrushFTP,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0101
NCSC-2025-0105,[1.00],[H/H],"Kwetsbaarheid verholpen in Ivanti Connect Secure, Policy Secure en ZTA Gateways",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0105
NCSC-2025-0104,[1.00],[M/M],Kwetsbaarheid verholpen in Cisco Enterprise Chat and Email,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0104
NCSC-2025-0103,[1.00],[M/H],Kwetsbaarheden verholpen in Apple iOS en iPadOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0103
NCSC-2025-0102,[1.00],[M/H],Kwetsbaarheden verholpen in Apple macOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0102
NCSC-2025-0100,[1.00],[M/H],Kwetsbaarheden verholpen in GitLab EE/CE,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0100
NCSC-2025-0095,[1.00],[M/H],Kwetsbaarheden verholpen in Kubernetes Ingress NGINX Controller,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0095
NCSC-2025-0099,[1.00],[M/H],Kwetsbaarheden verholpen in Splunk Enterprise en Splunk Cloud Platform,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0099
NCSC-2025-0098,[1.00],[M/H],Kwetsbaarheid verholpen in Google Chrome,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0098
NCSC-2025-0097,[1.00],[M/H],Kwetsbaarheid verholpen in NetApp SnapCenter,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0097
NCSC-2025-0096,[1.00],[M/H],Kwetsbaarheid verholpen in Next.js,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0096
NCSC-2025-0094,[1.00],[M/H],Kwetsbaarheid verholpen in Veeam Backup & Replication,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0094
NCSC-2025-0093,[1.00],[M/H],Kwetsbaarheid verholpen in IBM InfoSphere Information Server,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0093
NCSC-2025-0092,[1.00],[M/H],Kwetsbaarheden verholpen in IBM AIX,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0092
NCSC-2025-0091,[1.00],[M/H],Kwetsbaarheid verholpen in Synology DiskStation Manager,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0091
NCSC-2025-0090,[1.00],[M/H],Kwetsbaarheid verholpen in Synology Replication Service en Synology Unified Controller,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0090
NCSC-2025-0089,[1.00],[M/H],Kwetsbaarheid verholpen in Apache Tomcat,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0089
NCSC-2025-0088,[1.00],[M/H],Kwetsbaarheden verholpen in Autodesk AutoCAD,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0088
NCSC-2025-0087,[1.00],[M/H],Kwetsbaarheden verholpen in GitLab,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0087
NCSC-2025-0086,[1.00],[M/H],"Kwetsbaarheid verholpen in Apple iOS, iPadOS, macOS Sequoia, visionOS en Safari",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0086
NCSC-2025-0085,[1.00],[M/H],Kwetsbaarheid verholpen in Ivanti Secure Access Client,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0085
NCSC-2025-0084,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe Acrobat Reader,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0084
NCSC-2025-0083,[1.00],[M/H],Kwetsbaarheden verholpen in Fortinet FortiSandbox,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0083
NCSC-2025-0082,[1.00],[M/H],"Kwetsbaarheden verholpen in FortiOS, FortiProxy, FortiPAM, FortiSRA en FortiWeb.",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0082
NCSC-2025-0081,[1.00],[M/M],Kwetsbaarheden verholpen in Microsoft Azure,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0081
NCSC-2025-0080,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Office,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0080
NCSC-2025-0079,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Developer Tools,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0079
NCSC-2025-0078,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Windows,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0078
NCSC-2025-0077,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0077
NCSC-2025-0076,[1.00],[M/H],Kwetsbaarheden verholpen in SAP software,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0076
NCSC-2025-0075,[1.00],[M/H],Kwetsbaarheid verholpen in Elastic Kibana,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0075
NCSC-2025-0074,[1.00],[M/H],Kwetsbaarheden verholpen in IBM Storage producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0074
NCSC-2025-0073,[1.00],[M/H],Kwetsbaarheden verholpen in VMware producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0073
NCSC-2025-0072,[1.00],[M/H],Kwetsbaarheden verholpen in Google Android en Samsung Mobile,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0072
NCSC-2025-0071,[1.00],[M/H],Kwetsbaarheid verholpen in Zohocorp ManageEngine ADSelfService Plus,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0071
NCSC-2025-0070,[1.00],[M/H],Kwetsbaarheden verholpen in GitLab,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0070
NCSC-2025-0069,[1.00],[M/H],Kwetsbaarheid verholpen in MITRE Caldera,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0069
NCSC-2025-0068,[1.00],[M/H],Kwetsbaarheden verholpen in Mattermost,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0068
NCSC-2025-0067,[1.00],[M/H],Kwetsbaarheid verholpen in Exim,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0067
NCSC-2025-0066,[1.00],[M/H],Kwetsbaarheid verholpen in XWiki,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0066
NCSC-2025-0065,[1.00],[M/H],Kwetsbaarheden verholpen in Nagios XI,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0065
NCSC-2025-0064,[1.00],[M/H],Kwetsbaarheden verholpen in IBM Cognos Controller,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0064
NCSC-2025-0058,[1.00],[M/H],Kwetsbaarheden verholpen in Palo Alto Networks PAN-OS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0058
NCSC-2025-0063,[1.00],[M/H],Kwetsbaarheid verholpen in PostgreSQL,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0063
NCSC-2025-0062,[1.00],[M/H],Kwetsbaarheid verholpen in Juniper Session Smart Router,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0062
NCSC-2025-0053,[1.00],[M/H],"Kwetsbaarheden verholpen in Fortinet FortiSwitch, FortiManager, FortiAnalyzer, FortiOS en FortiProxy",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0053
NCSC-2025-0004,[1.00],[M/H],Kwetsbaarheden verholpen in SonicWall SonicOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0004
NCSC-2025-0061,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0061
NCSC-2025-0060,[1.00],[M/H],Kwetsbaarheid verholpen in Veeam,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0060
NCSC-2025-0059,[1.00],[M/H],Kwetsbaarheid verholpen in Fortinet FortiOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0059
NCSC-2025-0057,[1.00],[M/H],Kwetsbaarheden verholpen in GitLab CE/EE,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0057
NCSC-2025-0056,[1.00],[M/H],Kwetsbaarheden verholpen in Schneider Electric ASCO,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0056
NCSC-2025-0055,[1.00],[M/H],Kwetsbaarheid verholpen in CrowdStrike Falcon sensor,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0055
NCSC-2025-0054,[1.00],[M/H],Kwetsbaarheden verholpen in Adobe Commerce en Magento,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0054
NCSC-2025-0052,[1.00],[M/H],Kwetsbaarheden verholpen in Ivanti Connect Secure en Ivanti Policy Secure,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0052
NCSC-2025-0051,[1.00],[M/H],Kwetsbaarheden verholpen in Siemens producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0051
NCSC-2025-0050,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Office,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0050
NCSC-2025-0049,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Visual Studio,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0049
NCSC-2025-0048,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Azure,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0048
NCSC-2025-0047,[1.00],[M/H],Kwetsbaarheden verholpen in Microsoft Windows,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0047
NCSC-2025-0046,[1.00],[L/H],Kwetsbaarheid verholpen in Apple iOS en iPadOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0046
NCSC-2025-0045,[1.00],[M/H],Kwetsbaarheden verholpen in SAP producten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0045
NCSC-2025-0043,[1.00],[M/H],"Kwetsbaarheden verholpen in Cisco IOS, IOS XE en IOS XR Software",https://advisories.ncsc.nl/advisory?id=NCSC-2025-0043
NCSC-2025-0041,[1.00],[M/H],Kwetsbaarheden verholpen in F5 BIG-IP,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0041
NCSC-2025-0044,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco Identity Services Engine,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0044
NCSC-2025-0042,[1.00],[M/H],Kwetsbaarheden verholpen in Cisco AsyncOS Software,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0042
NCSC-2025-0040,[1.00],[M/H],Kwetsbaarheden verholpen in Mozilla Firefox en Thunderbird,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0040
NCSC-2025-0039,[1.00],[M/H],Kwetsbaarheden verholpen in Google Android en Samsung Mobile,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0039
NCSC-2025-0038,[1.00],[M/H],Kwetsbaarheden verholpen in Zimbra Collaboration,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0038
NCSC-2025-0037,[1.00],[M/H],Kwetsbaarheden verholpen in VMware Aria Operations,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0037
NCSC-2025-0036,[1.00],[M/H],Kwetsbaarheden verholpen in Rockwell Automation FactoryTalk,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0036
NCSC-2025-0035,[1.00],[M/H],Kwetsbaarheden verholpen in Rockwell Automation FactoryTalk,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0035
NCSC-2025-0034,[1.00],[M/H],Kwetsbaarheden verholpen in Apple iPadOS en iOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0034
NCSC-2025-0033,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle E-Business Suite,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0033
NCSC-2025-0009,[1.00],[M/H],Kwetsbaarheid verholpen in FortiNet FortiOS en FortiProxy,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0009
NCSC-2025-0032,[1.00],[M/H],Kwetsbaarheden verholpen in Apple macOS,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0032
NCSC-2025-0031,[1.00],[M/H],Kwetsbaarheid verholpen in Cisco Meeting Management,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0031
NCSC-2025-0030,[1.00],[M/H],Kwetsbaarheid verholpen in Cisco BroadWorks,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0030
NCSC-2025-0029,[1.00],[M/H],Kwetsbaarheid verholpen in SonicWall SMA1000 Appliance,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0029
NCSC-2025-0028,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Analytics,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0028
NCSC-2025-0027,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Fusion Middleware,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0027
NCSC-2025-0026,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle JD Edwards,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0026
NCSC-2025-0025,[1.00],[M/H],Kwetsbaarheden verholpen in Oracle Financial Services,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0025
