AdvisoryID,Version,Severity,Description,Link
NCSC-2025-0325,[1.00],[M/H],Kwetsbaarheden verholpen in Mozilla Firefox en Thunderbird,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0325
NCSC-2025-0326,[1.00],[M/H],Kwetsbaarheden verholpen in Moxa’s netwerkbeveiligingsapparaten,https://advisories.ncsc.nl/advisory?id=NCSC-2025-0326
